param,magnitude,unit,sign,mean_cm,median_cm,p95_cm,max_cm,Nose_mean_cm,L_Eye_mean_cm,R_Eye_mean_cm,L_Ear_mean_cm,R_Ear_mean_cm,L_Shoulder_mean_cm,R_Shoulder_mean_cm,L_Elbow_mean_cm,R_Elbow_mean_cm,L_Wrist_mean_cm,R_Wrist_mean_cm,L_Hip_mean_cm,R_Hip_mean_cm,L_Knee_mean_cm,R_Knee_mean_cm,L_Ankle_mean_cm,R_Ankle_mean_cm
tx,1.0,mm,+,0.044758959380433845,0.045589935188054154,0.05559334866851126,0.059771838056676595,0.045439157476755226,0.04552059616364738,0.04532724712597985,0.04541613419773127,0.04468797850553076,0.045739130433912215,0.04389853014024003,0.0462390458727288,0.04379797186427556,0.046646887459008614,0.04415803798555056,0.045119322430831714,0.044042528447700985,0.04465399406411037,0.04372038337020739,0.0436183496416813,0.04287701428748341
tx,1.0,mm,-,0.04474073727551317,0.04559027844384349,0.05559282250990925,0.05976773888143966,0.04541469726307473,0.045495115424321685,0.04530309481164792,0.04538940982541064,0.04466465368998432,0.04571255501437962,0.043878407317092374,0.04621418649973106,0.04378085954673444,0.046623822139304424,0.044142246221651055,0.04510104609645853,0.04402748410188088,0.0446425490552148,0.04371021034818646,0.043617567870178967,0.04287462845847194
tx,2.0,mm,+,0.08950711757231644,0.09117754197588766,0.11118534669282029,0.11954108639649318,0.0908643260064867,0.09102671729445141,0.09064067291948946,0.09081727974152207,0.08936245425724904,0.09146348606427329,0.08778506610293602,0.09246426805703237,0.08758535881756728,0.09328050019966208,0.08830609746868556,0.09022793237358544,0.08807559419520332,0.08930088499764871,0.08743390299360555,0.08723517778437183,0.08575127945560951
tx,2.0,mm,-,0.08949219825976276,0.09118484992138674,0.11118700961860746,0.11953808257159765,0.09084334684153939,0.09100466215919883,0.09061997743559033,0.09079375112116359,0.08934278303424123,0.09143981774562258,0.08776879418373315,0.09244199110036257,0.08757230003437891,0.0932602641994652,0.08829446926362795,0.090212771659552,0.08806442243090888,0.08929216892426682,0.08742727710235683,0.08723660191137507,0.08575197126858354
tx,5.0,mm,+,0.22374513393037046,0.22792243183022812,0.2779597980444461,0.29884676446548053,0.22713299858018324,0.22753836145888431,0.22657416484714088,0.22701446326104419,0.22337870134311993,0.22863088101970067,0.2194370959458563,0.2311349664590458,0.21893953223586998,0.23317605340605188,0.22074206616023448,0.2255476594518618,0.2201671663010062,0.22323622972126644,0.21856748877899976,0.2180813926346339,0.21436805521139793
tx,5.0,mm,-,0.2237533343556924,0.22797972460468763,0.27797406109992917,0.298851428077239,0.2271363868979278,0.22754028572452775,0.22657766730643597,0.22701330513358148,0.22338460537279728,0.2286275626570983,0.21944778041086735,0.23113076707443123,0.218954848208805,0.2331756240099001,0.22075958287433106,0.22555430817133537,0.2201831026289768,0.2232466162435582,0.21858569281443344,0.21809825801736615,0.21439029050039743
tx,10.0,mm,+,0.4474539406465853,0.45578539263271245,0.5559140323074176,0.5976831345980305,0.45422502504598516,0.45503571164183293,0.4531077204205972,0.45398925357974684,0.44671554549296605,0.45722461550579574,0.43883227257227725,0.46223638414206364,0.43783692996589124,0.4663172958999865,0.441441713055761,0.4510605514217463,0.4402947593277694,0.4464444061627306,0.43710061825376934,0.4361445308149541,0.4287096576880762
tx,10.0,mm,-,0.4475447112485167,0.4560218329697051,0.5559626317706747,0.5977151816469323,0.45431543972413335,0.4551232762698556,0.45319764374409066,0.4540679897477973,0.44681278933724355,0.4572939752638949,0.4389392294600871,0.46229674730894155,0.4379535839654407,0.46638760424675363,0.4415633183621763,0.45114509065605907,0.4404075098879712,0.4465230159637125,0.43720750025948885,0.43621654333299537,0.4288088336941426
tx,20.0,mm,+,0.8947950587400716,0.9113441401840536,1.1118100720106203,1.1953352527282355,0.9083280205961395,0.909950744975452,0.906094398503546,0.9078649687164791,0.893303952544055,0.9143454314599744,0.8775325004693156,0.9243806490738171,0.8755365395658221,0.9325349566293769,0.8827429997790156,0.9020144563679073,0.8804592106395913,0.8927986282824509,0.8740843615408791,0.8722219187125015,0.8573222607248947
tx,20.0,mm,-,0.89521610467449,0.9122977893724403,1.1119355915413185,1.1954768294009166,0.9087665347176379,0.9103808651186778,0.9065299993461062,0.9082632765354579,0.8937665495746528,0.9147054985389134,0.8780245410154331,0.9246992577480434,0.8760585395344201,0.932888210862924,0.8832809530763698,0.9024105524328792,0.8809592120456576,0.8931501267588917,0.8745459500894577,0.8725145166304248,0.8577291954403821
